"YEAR";"MONTH";"sst";"botT";"so";"botso";"nppv"
1987;1;13.4557341340318;13.3015110761002;38.3146312205568;38.4071340368155;NA
1987;2;12.3773965737042;12.6380890715739;38.1487833018407;38.4100877818079;NA
1987;3;11.9568209371896;11.9789854059433;38.2607415844876;38.3933373598589;NA
1987;4;13.3133330283894;12.043937523301;38.2651356966902;38.4391685795436;NA
1987;5;15.863448961113;12.5211653781353;38.2472480620929;38.471977619612;NA
1987;6;19.8841233246607;12.9406994599005;38.0825312986605;38.4775911889323;NA
1987;7;24.5246970335893;13.2296573225881;38.1082046756971;38.4828737559511;NA
1987;8;24.7090728513159;13.5117019546255;38.1884366044353;38.4930709991173;NA
1987;9;24.4018046440539;13.7450323367422;38.3166140731233;38.5124830591405;NA
1987;10;20.9412522269263;14.5333187587825;38.3497634553961;38.5436867223808;NA
1987;11;17.8760059942572;15.1008899988411;38.4466370455359;38.5530976795354;NA
1987;12;15.6242965025825;14.8401092844066;38.405940445094;38.5432111372479;NA
1988;1;14.275835053133;14.0546888242918;38.369622416538;38.5400298840185;NA
1988;2;13.5096766261461;13.5871376263207;38.3684153377947;38.509723721368;NA
1988;3;12.8976163483818;12.951414131444;38.3656364830044;38.4974774408653;NA
1988;4;13.9468554031663;13.106596623328;38.1651772802749;38.5256865710796;NA
1988;5;17.4036688466016;13.459597001613;37.9319384971124;38.5248307366945;NA
1988;6;21.1603194592871;13.7403553176238;37.8078916180261;38.5393276838822;NA
1988;7;24.9656559096269;13.9464790224346;37.8180973874068;38.5539477982534;NA
1988;8;25.4821202041104;14.101794169907;38.1214640336718;38.5659149695091;NA
1988;9;22.579965287811;14.254532350415;38.2016702516352;38.5720330626714;NA
1988;10;20.4280240083095;14.5232469625762;38.2094054553907;38.567972987328;NA
1988;11;16.9274735844204;14.7738292675566;38.3349061631452;38.5364186611951;NA
1988;12;14.4120918895662;14.0962120781528;38.360504140272;38.4904311145417;NA
1989;1;13.0931374686712;13.1704630431912;38.3789959253218;38.4984680028301;NA
1989;2;12.6779817053029;12.7761887451629;38.3530154149601;38.5029659841005;NA
1989;3;13.0025277905693;12.7586976938138;38.3032292343525;38.4993933136227;NA
1989;4;14.2649616939205;13.0328862496766;38.1947255373391;38.489012355366;NA
1989;5;16.7090688846708;13.3619198924835;38.1733391361629;38.4908804102455;NA
1989;6;20.2754152108494;13.5896442862991;38.048825147479;38.5066265266417;NA
1989;7;24.0371950238517;13.7524304771656;37.9570448433713;38.5215945061327;NA
1989;8;24.4396650916243;13.9403872861488;38.0259301871383;38.5328032288206;NA
1989;9;21.8630480135352;14.0646441435896;38.0931480311415;38.5426864532127;NA
1989;10;18.7476584151371;14.2919370201125;38.1893977289599;38.5436041398992;NA
1989;11;16.4971378935769;14.2545300744182;38.2731020613514;38.5485963712304;NA
1989;12;14.392367119026;13.9962952467558;38.2906282330537;38.5003351764435;NA
1990;1;13.2911276162078;13.3090366724267;38.2808997456592;38.4683639867955;NA
1990;2;12.9820585909772;12.9784458588766;38.2516997551884;38.4497057843816;NA
1990;3;13.2938182368347;12.9493720782094;38.2362187694664;38.4563030256345;NA
1990;4;14.1629074336896;13.2211860101605;38.1648156260875;38.4321045856471;NA
1990;5;18.0873746509694;13.5209313734565;38.0588569545026;38.4690822511304;NA
1990;6;20.5287225911204;13.894980867709;38.0871231277156;38.4810388192509;NA
1990;7;23.7689654180793;14.0367290025435;38.164226558193;38.5111567880581;NA
1990;8;24.2607609584743;14.1475289595441;38.2653027091414;38.5439994058275;NA
1990;9;22.1825458431117;14.3169267416394;38.3116635223176;38.5514769032143;NA
1990;10;20.0345135392417;14.712988752155;38.3203851778728;38.5398753221652;NA
1990;11;17.6961706446516;15.2461499029131;38.3242245716064;38.5214874807841;NA
1990;12;15.4113095333502;14.7600776642268;38.2722819580031;38.4403455645482;NA
1991;1;13.8444765697542;13.838766465013;38.1568944789266;38.4168884760495;NA
1991;2;12.6530462845525;12.8133821928855;38.1984782259398;38.3678471674017;NA
1991;3;12.9461531218485;12.6627101424646;38.0798975833715;38.3581007642874;NA
1991;4;13.8412660468479;12.8392887508099;38.0289688788345;38.3532270710043;NA
1991;5;15.1808746649305;13.2389968666988;37.9612410326966;38.3409070156676;NA
1991;6;19.8841758633794;13.5122467620584;37.8437378719216;38.3802929061592;NA
1991;7;23.4802858635696;13.6861351237483;37.8822483068192;38.4098175612535;NA
1991;8;24.5428035516558;13.7990597048871;37.9520419949399;38.4304254002638;NA
1991;9;23.3183161763982;14.022031659554;38.05076066703;38.4236288811463;NA
1991;10;20.5091615434835;14.5971606185549;38.0941656318499;38.4034282593758;NA
1991;11;16.9582503455483;14.6606167702498;38.1387624134777;38.3829012694834;NA
1991;12;14.5803035126777;13.9860746173302;38.169523382193;38.3511218240099;NA
1992;1;12.9471610432041;12.966065628192;38.1838860311273;38.3549954496789;NA
1992;2;12.312418902997;12.4546628285153;38.2127866183697;38.3729619115311;NA
1992;3;12.2695030858753;12.3833704823827;38.1836754644096;38.4101774275267;NA
1992;4;13.2216517815737;12.5109449164647;38.1170252025526;38.3888380968856;NA
1992;5;17.1362577801572;12.7732926015604;38.0489279564946;38.4092331912247;NA
1992;6;20.6539258079178;13.0718361253771;37.8102823971795;38.4317804290879;NA
1992;7;23.4459290755761;13.2767251456218;37.9357582708683;38.4476704013025;NA
1992;8;26.4707933292125;13.4142419775943;38.0442355468123;38.4660764077219;NA
1992;9;23.4224793391608;13.6197350570111;38.1564510050488;38.4740879381587;NA
1992;10;20.4842800234585;14.5917551285766;38.1225800966171;38.4539896987032;NA
1992;11;17.9022679599013;14.8669583501112;38.1409363314088;38.4647981533686;NA
1992;12;15.4023263666842;14.3786384315702;38.188306833257;38.4452906553956;NA
1993;1;13.239999024258;13.3188813301868;38.2000289407985;38.3922946694664;NA
1993;2;12.3610326939628;12.5218375042354;38.2261540676275;38.3920901456324;NA
1993;3;11.9633535595242;11.7808901372823;38.2928630966032;38.392981360806;NA
1993;4;13.3856245874325;12.0706056590013;38.1179640530259;38.4346039186804;NA
1993;5;18.4379810130286;12.234386308275;37.8759492609567;38.4453061330398;NA
1993;6;22.4421768004844;12.4996050183522;37.8036534481269;38.4422944879249;NA
1993;7;23.2389066465886;12.7843503821599;38.0437642545153;38.4443483288708;NA
1993;8;25.4205156413901;12.9239738701156;38.2329543062841;38.4503825984935;NA
