"YEAR";"MONTH";"sst";"botT";"so";"botso";"nppv"
1987;1;13.3679480519217;13.3102488512225;38.2869681999772;38.3805301842961;NA
1987;2;12.2265127252872;12.5497921815868;38.0987033523568;38.3869533230593;NA
1987;3;11.7843486111532;11.8266224653299;38.2209315109191;38.3685539980503;NA
1987;4;13.2006109697365;11.9075321438148;38.2175075878638;38.4112783438236;NA
1987;5;15.8228143321739;12.4345910270294;38.1966421301316;38.4440705816303;NA
1987;6;19.8700644588405;12.9056225991964;38.0157801497561;38.4504084294645;NA
1987;7;24.5189014684941;13.2368382457044;38.0646603942992;38.4564271405204;NA
1987;8;24.7058565889801;13.548947008925;38.1393730763362;38.4672714436182;NA
1987;9;24.3858023701935;13.8137288471194;38.2814919393834;38.4896608403224;NA
1987;10;20.8867620782221;14.7099552611704;38.3082729396133;38.5231268239212;NA
1987;11;17.8514651646991;15.3487833391724;38.4201376212021;38.5326452309601;NA
1987;12;15.6218118040268;15.0426064978435;38.3833422275016;38.5201635727024;NA
1988;1;14.228609800696;14.1274920329877;38.3385161990889;38.5156001286103;NA
1988;2;13.4279815777493;13.5819122230061;38.3332704095166;38.4823217419099;NA
1988;3;12.7888299104089;12.8659708634516;38.3291281938621;38.4703896874694;NA
1988;4;13.8821587487916;13.0448783730205;38.1093250625736;38.5024357488854;NA
1988;5;17.3760251504768;13.4446103187581;37.8571902148757;38.5009068846597;NA
1988;6;21.1489084590223;13.7696541356772;37.7278019240847;38.5165936021807;NA
1988;7;24.9665696517981;14.0040260202707;37.7509888060657;38.5331386331285;NA
1988;8;25.4662773778583;14.1688060565238;38.0783123887534;38.5460145702916;NA
1988;9;22.569466974937;14.3406384370799;38.1611269317354;38.5540033724007;NA
1988;10;20.3897622168529;14.658023456035;38.1706488412612;38.5498773356449;NA
1988;11;16.9036114732472;14.9598672359244;38.3146146819386;38.5141547272752;NA
1988;12;14.3856330806721;14.1840054904072;38.3343603041099;38.4620507490952;NA
1989;1;12.9967376635542;13.1268209405381;38.3486742645671;38.4727077818384;NA
1989;2;12.544954554362;12.6794393784719;38.3153284584564;38.4795147927179;NA
1989;3;12.8903604718302;12.663827967589;38.2654259039935;38.4764251408793;NA
1989;4;14.1877396263447;12.9790482327509;38.1523377552198;38.463856966206;NA
1989;5;16.6749008150921;13.3643870499743;38.1557839662842;38.4664435076189;NA
1989;6;20.2617222169379;13.6273128943788;38.0217697305085;38.4850554042604;NA
1989;7;24.0019332249043;13.8133460010367;37.9117085717138;38.5023262770015;NA
1989;8;24.437234885443;14.0257201683148;37.9711256667275;38.5152809296403;NA
1989;9;21.8332085918495;14.1639382177675;38.0416188186272;38.5261929344923;NA
1989;10;18.7153446781397;14.4252755794951;38.1545276496831;38.5264052418048;NA
1989;11;16.4763120046691;14.4085796087576;38.2488747709524;38.5309945575264;NA
1989;12;14.3600999565968;14.1015079020466;38.2624816826132;38.4746476516646;NA
1990;1;13.2034058478512;13.3127112691995;38.2500217816302;38.438726386017;NA
1990;2;12.8827463397514;12.9405259786896;38.2228074714841;38.4200960263207;NA
1990;3;13.2043301605399;12.9151422420822;38.2092631762538;38.4265299588124;NA
1990;4;14.0848152493426;13.2079350554154;38.1242087552128;38.3963912477029;NA
1990;5;18.0863523095993;13.5569092679954;38.0124149737541;38.4360956429986;NA
1990;6;20.5297951835193;13.9780090411236;38.0418087565085;38.4500085648501;NA
1990;7;23.7679631488885;14.1385615072193;38.1295111510353;38.4840052680503;NA
1990;8;24.2403123247445;14.2561203806351;38.2301719895019;38.5206458020147;NA
1990;9;22.1796988747895;14.443952547647;38.274629899395;38.5285071576071;NA
1990;10;20.0150532891219;14.890655406514;38.2888407707498;38.5145391378945;NA
1990;11;17.6801775309225;15.5034430059275;38.3067265112888;38.4937444358969;NA
1990;12;15.3845958118354;14.9291884835648;38.2582366144502;38.4004573988229;NA
