"YEAR";"MONTH";"sst";"botT";"so";"botso";"nppv"
1987;1;13.6253075226693;13.3891416864622;38.3134902661523;38.4399235286573;NA
1987;2;12.6151845960444;12.7960005337203;38.1739525544361;38.442213650258;NA
1987;3;12.2195600575526;12.2018214423243;38.2781103283553;38.4294072856471;NA
1987;4;13.4998448618074;12.2715721127548;38.2799680881464;38.4759220383851;NA
1987;5;15.9585287561692;12.6962588763172;38.2544797697729;38.503659186837;NA
1987;6;19.9685873168927;13.0695544638686;38.1126792992628;38.5083134063195;NA
1987;7;24.6225491268806;13.3266795417867;38.1366124376091;38.5135218470364;NA
1987;8;24.9154699769734;13.5813610712612;38.2194296937556;38.5242265763594;NA
1987;9;24.6521602751911;13.7893562769118;38.3340969203295;38.5417156306489;NA
1987;10;21.3006544532827;14.4821988417411;38.3611478753649;38.5685947772019;NA
1987;11;18.1263667139031;14.9840766549952;38.4325325293473;38.5754989865844;NA
1987;12;15.7867789912488;14.7467625889825;38.402175004511;38.5638846597116;NA
1988;1;14.4442712549427;14.0509970194696;38.3747293447302;38.5616143508619;NA
1988;2;13.6679275649497;13.6246492270439;38.3769861419312;38.5343805378805;NA
1988;3;13.0825915273898;13.053885078191;38.3736172392811;38.5235617386652;NA
1988;4;14.1355304146106;13.1968500381785;38.1935599706253;38.5475915748528;NA
1988;5;17.4885780850866;13.5175472568182;37.9835763536572;38.5476011022435;NA
1988;6;21.1867885553335;13.7700551046809;37.8646264414315;38.5617205378052;NA
1988;7;25.0641967099295;13.9522570304406;37.8672747969625;38.5740661656901;NA
1988;8;25.7219655775311;14.0927041532405;38.1279388419571;38.5801053485637;NA
1988;9;22.9265424572979;14.2260452187784;38.1920961875643;38.5850525136805;NA
1988;10;20.7490990480278;14.4663248181183;38.1994922357098;38.5821027525951;NA
1988;11;17.2328188727205;14.705717160387;38.3266941862225;38.553149396449;NA
1988;12;14.6309924942608;14.0943985285135;38.3507914360656;38.5118636981813;NA
1989;1;13.2933445489741;13.2581231032915;38.3679387151242;38.5190490163817;NA
1989;2;12.879146339931;12.8896903421387;38.3527675822516;38.5231892806785;NA
1989;3;13.1914522753351;12.8730445175668;38.3129714448269;38.5209833898828;NA
1989;4;14.4361419141971;13.1240224458887;38.2108104832163;38.5112731738213;NA
1989;5;16.8032463360554;13.4226465159508;38.1826394956426;38.5119709090153;NA
1989;6;20.3707097342158;13.6265423044079;38.0739878222862;38.5279698994494;NA
1989;7;24.1615278679789;13.7746828189301;37.9818735806668;38.5444689241077;NA
1989;8;24.6835552861885;13.9505287617282;38.0515019787441;38.554787115923;NA
1989;9;22.2639451176555;14.0654859899689;38.1130087565489;38.5639597825039;NA
1989;10;19.0989266776432;14.2765800687541;38.1906962050592;38.5640168074645;NA
1989;11;16.8018241048093;14.2467955399586;38.256593942842;38.5691028299518;NA
1989;12;14.7010602559768;14.0178689663872;38.2778582283935;38.5267561227963;NA
1990;1;13.5812399219935;13.4048136233046;38.2789353615791;38.4995618890681;NA
1990;2;13.2453889474514;13.108702386683;38.2586586660267;38.4860185999045;NA
1990;3;13.5387078587087;13.0783200841775;38.244872309063;38.4922752694687;NA
1990;4;14.3596256879306;13.3164646612237;38.1738931836138;38.4698541069662;NA
1990;5;18.0999777079582;13.5824734451478;38.0752665638557;38.5006417573145;NA
1990;6;20.6317620360457;13.9182148001984;38.0920871885262;38.5114297312982;NA
1990;7;23.9372957541721;14.0485067223523;38.1572767555435;38.5392731966613;NA
1990;8;24.5329913445922;14.1507606760872;38.2648855558227;38.5688022366941;NA
1990;9;22.545055468498;14.297705422413;38.3094228192105;38.5757343630282;NA
1990;10;20.4542906373696;14.6476753404158;38.3222360432203;38.5652309020757;NA
1990;11;18.02179672904;15.1226165209525;38.3235577930999;38.5486618453362;NA
1990;12;15.5582635160915;14.6929165632537;38.279494367409;38.4769977412461;NA
1991;1;14.0129199032216;13.87456642301;38.1804142402025;38.4539607954116;NA
1991;2;12.8900385802296;12.9560505157168;38.2162036339783;38.4087431543402;NA
1991;3;13.1843132781351;12.8296881557657;38.1012426479028;38.4010597039724;NA
1991;4;14.0276265273092;12.9874224811982;38.041389698964;38.3960240793081;NA
1991;5;15.3642498905869;13.3443083927038;37.9843467999977;38.3853576965095;NA
1991;6;19.958909148157;13.5885843328796;37.8807412402837;38.4215791639161;NA
1991;7;23.614175814866;13.7515961448249;37.9157216089353;38.4499975243904;NA
1991;8;24.7815497617725;13.8467850572287;37.9816430780465;38.4687618238482;NA
1991;9;23.631129543043;14.0444055969943;38.0682911858762;38.4618616393973;NA
1991;10;20.8607571467377;14.5413449564884;38.0975992512551;38.4415919375097;NA
1991;11;17.2652812319878;14.6019514196431;38.1326346135237;38.4236063510608;NA
1991;12;14.7899992056286;14.0076187260893;38.1656885938928;38.392596732604;NA
1992;1;13.1798691675221;13.0809807876647;38.1934145857199;38.3952309428309;NA
1992;2;12.5705113585447;12.6145042165341;38.2257523976294;38.4109316848787;NA
1992;3;12.5194473998473;12.5509143113114;38.2044610131481;38.4451635121268;NA
1992;4;13.4636574314801;12.6676877714399;38.1455833224646;38.428944781804;NA
1992;5;17.2216633479825;12.9025995080795;38.0700934001434;38.4466589687067;NA
1992;6;20.6857556679876;13.1680428257843;37.844078723508;38.4683686080534;NA
1992;7;23.4960644496442;13.3584661207897;37.957037741702;38.4839425700019;NA
1992;8;26.5640540351249;13.4831516383813;38.0632867769079;38.5013184148708;NA
1992;9;23.7064775169131;13.6627828003154;38.1779814593828;38.507267476616;NA
