"","AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","match_type","modified"
"199",126461,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126461","Molva molva","(Linnaeus, 1758)","accepted",NA,220,"Species",126461,"Molva molva","(Linnaeus, 1758)",125744,"Animalia","Chordata","Teleostei","Gadiformes","Lotidae","Molva","Froese, R. and D. Pauly. Editors. (2023). FishBase. Molva molva (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126461 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126461",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"200",137081,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137081","Monachus monachus","(Hermann, 1779)","accepted",NA,220,"Species",137081,"Monachus monachus","(Hermann, 1779)",137009,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Monachus","WoRMS (2023). Monachus monachus (Hermann, 1779). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137081 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137081",1,NA,NA,NA,NA,"exact","2010-05-20T10:09:49.870Z"
"201",126497,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126497","Mora moro","(Risso, 1810)","accepted",NA,220,"Species",126497,"Mora moro","(Risso, 1810)",125769,"Animalia","Chordata","Teleostei","Gadiformes","Moridae","Mora","Froese, R. and D. Pauly. Editors. (2023). FishBase. Mora moro (Risso, 1810). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126497 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126497",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"202",148776,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=148776","Morus bassanus","(Linnaeus, 1758)","accepted",NA,220,"Species",148776,"Morus bassanus","(Linnaeus, 1758)",148775,"Animalia","Chordata","Aves","Pelecaniformes","Sulidae","Morus","WoRMS (2023). Morus bassanus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=148776 on 2023-06-28","urn:lsid:marinespecies.org:taxname:148776",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"203",126032,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126032","Mugil","Linnaeus, 1758","accepted",NA,180,"Genus",126032,"Mugil","Linnaeus, 1758",125546,"Animalia","Chordata","Teleostei","Mugiliformes","Mugilidae","Mugil","Froese, R. and D. Pauly. Editors. (2023). FishBase. Mugil Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126032 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126032",1,1,1,0,NA,"exact","2014-11-21T13:09:37.943Z"
"204",105821,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105821","Mustelus asterias","Cloquet, 1821","accepted",NA,220,"Species",105821,"Mustelus asterias","Cloquet, 1821",105732,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Mustelus asterias Cloquet, 1821. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105821 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105821",1,0,0,0,NA,"exact","2022-06-02T07:27:35.967Z"
"205",105822,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105822","Mustelus mustelus","(Linnaeus, 1758)","accepted",NA,220,"Species",105822,"Mustelus mustelus","(Linnaeus, 1758)",105732,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Mustelus mustelus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105822 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105822",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"206",105823,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105823","Mustelus punctulatus","Risso, 1827","accepted",NA,220,"Species",105823,"Mustelus punctulatus","Risso, 1827",105732,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Mustelus punctulatus Risso, 1827. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105823 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105823",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"207",127203,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127203","Myoxocephalus scorpius","(Linnaeus, 1758)","accepted",NA,220,"Species",127203,"Myoxocephalus scorpius","(Linnaeus, 1758)",126152,"Animalia","Chordata","Teleostei","Perciformes","Cottidae","Myoxocephalus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Myoxocephalus scorpius (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127203 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127203",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"208",127383,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127383","Nerophis lumbriciformis","(Jenyns, 1835)","accepted",NA,220,"Species",127383,"Nerophis lumbriciformis","(Jenyns, 1835)",126226,"Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Nerophis","Froese, R. and D. Pauly. Editors. (2023). FishBase. Nerophis lumbriciformis (Jenyns, 1835). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127383 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127383",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"209",127385,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127385","Nerophis ophidion","(Linnaeus, 1758)","accepted",NA,220,"Species",127385,"Nerophis ophidion","(Linnaeus, 1758)",126226,"Animalia","Chordata","Teleostei","Syngnathiformes","Syngnathidae","Nerophis","Froese, R. and D. Pauly. Editors. (2023). FishBase. Nerophis ophidion (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127385 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127385",1,1,1,0,NA,"exact","2020-09-24T06:35:24.693Z"
"210",126865,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126865","Nesiarchus nasutus","Johnson, 1862","accepted",NA,220,"Species",126865,"Nesiarchus nasutus","Johnson, 1862",125973,"Animalia","Chordata","Teleostei","Scombriformes","Gempylidae","Nesiarchus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Nesiarchus nasutus Johnson, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126865 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126865",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"211",126643,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126643","Notacanthus chemnitzii","Bloch, 1788","accepted",NA,220,"Species",126643,"Notacanthus chemnitzii","Bloch, 1788",125840,"Animalia","Chordata","Teleostei","Notacanthiformes","Notacanthidae","Notacanthus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Notacanthus chemnitzii Bloch, 1788. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126643 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126643",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"212",137190,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137190","Oceanites oceanicus","(Kuhl, 1820)","accepted",NA,220,"Species",137190,"Oceanites oceanicus","(Kuhl, 1820)",137059,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanites","WoRMS (2023). Oceanites oceanicus (Kuhl, 1820). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137190 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137190",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"213",137192,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137192","Oceanodroma leucorhoa","(Vieillot, 1818)","accepted",NA,220,"Species",137192,"Oceanodroma leucorhoa","(Vieillot, 1818)",137060,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma","WoRMS (2023). Oceanodroma leucorhoa (Vieillot, 1818). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137192 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137192",1,NA,NA,1,NA,"exact","2018-09-13T13:34:30.710Z"
"214",137102,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137102","Orcinus orca","(Linnaeus, 1758)","accepted",NA,220,"Species",137102,"Orcinus orca","(Linnaeus, 1758)",137021,"Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Orcinus","Fordyce, E.; Perrin, W.F. (2023). World Cetacea Database. Orcinus orca (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137102 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137102",1,NA,NA,0,NA,"exact","2008-08-20T11:25:36.853Z"
"215",127019,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127019","Orcynopsis unicolor","(Geoffroy Saint-Hilaire, 1817)","accepted",NA,220,"Species",127019,"Orcynopsis unicolor","(Geoffroy Saint-Hilaire, 1817)",126060,"Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Orcynopsis","Froese, R. and D. Pauly. Editors. (2023). FishBase. Orcynopsis unicolor (Geoffroy Saint-Hilaire, 1817). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127019 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127019",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"216",126736,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126736","Osmerus eperlanus","(Linnaeus, 1758)","accepted",NA,220,"Species",126736,"Osmerus eperlanus","(Linnaeus, 1758)",125899,"Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Osmerus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Osmerus eperlanus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126736 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126736",1,1,1,0,NA,"exact","2017-08-10T07:16:51.073Z"
"217",105915,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105915","Oxynotus paradoxus","Frade, 1929","accepted",NA,220,"Species",105915,"Oxynotus paradoxus","Frade, 1929",105776,"Animalia","Chordata","Elasmobranchii","Squaliformes","Oxynotidae","Oxynotus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Oxynotus paradoxus Frade, 1929. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105915 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105915",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"218",127057,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127057","Pagellus acarne","(Risso, 1827)","accepted",NA,220,"Species",127057,"Pagellus acarne","(Risso, 1827)",126079,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pagellus acarne (Risso, 1827). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127057 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127057",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"219",127059,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127059","Pagellus bogaraveo","(Brünnich, 1768)","accepted",NA,220,"Species",127059,"Pagellus bogaraveo","(Brünnich, 1768)",126079,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagellus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pagellus bogaraveo (Brünnich, 1768). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127059 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127059",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"220",137154,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137154","Pagophila eburnea","(Phipps, 1774)","accepted",NA,220,"Species",137154,"Pagophila eburnea","(Phipps, 1774)",137044,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Pagophila","WoRMS (2023). Pagophila eburnea (Phipps, 1774). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137154 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137154",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"221",127063,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127063","Pagrus pagrus","(Linnaeus, 1758)","accepted",NA,220,"Species",127063,"Pagrus pagrus","(Linnaeus, 1758)",126080,"Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pagrus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pagrus pagrus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127063 on 2023-06-28","urn:lsid:marinespecies.org:taxname:127063",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"222",212700,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=212700","Pelagodroma marina","(Latham, 1790)","accepted",NA,220,"Species",212700,"Pelagodroma marina","(Latham, 1790)",205128,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Pelagodroma","WoRMS (2023). Pelagodroma marina (Latham, 1790). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=212700 on 2023-06-28","urn:lsid:marinespecies.org:taxname:212700",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"223",137176,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137176","Pelecanus onocrotalus","Linnaeus, 1758","accepted",NA,220,"Species",137176,"Pelecanus onocrotalus","Linnaeus, 1758",137052,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","WoRMS (2023). Pelecanus onocrotalus Linnaeus, 1758. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137176 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137176",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"224",282185,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=282185","Pelecus cultratus","(Linnaeus, 1758)","accepted",NA,220,"Species",282185,"Pelecus cultratus","(Linnaeus, 1758)",270320,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pelecus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pelecus cultratus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=282185 on 2023-06-28","urn:lsid:marinespecies.org:taxname:282185",0,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z"
"225",101174,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=101174","Petromyzon marinus","Linnaeus, 1758","accepted",NA,220,"Species",101174,"Petromyzon marinus","Linnaeus, 1758",101169,"Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon","Froese, R. and D. Pauly. Editors. (2023). FishBase. Petromyzon marinus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101174 on 2023-06-28","urn:lsid:marinespecies.org:taxname:101174",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z"
"226",137178,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137178","Phalacrocorax aristotelis","(Linnaeus, 1761)","accepted",NA,220,"Species",137178,"Phalacrocorax aristotelis","(Linnaeus, 1761)",137054,"Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","WoRMS (2023). Phalacrocorax aristotelis (Linnaeus, 1761). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137178 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137178",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"227",137179,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137179","Phalacrocorax carbo","(Linnaeus, 1758)","accepted",NA,220,"Species",137179,"Phalacrocorax carbo","(Linnaeus, 1758)",137054,"Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","WoRMS (2023). Phalacrocorax carbo (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137179 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137179",1,1,1,1,NA,"exact","2011-04-08T06:18:06.150Z"
"228",137168,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137168","Phalaropus fulicarius","(Linnaeus, 1758)","accepted",NA,220,"Species",137168,"Phalaropus fulicarius","(Linnaeus, 1758)",137049,"Animalia","Chordata","Aves","Charadriiformes","Phalaropodidae","Phalaropus","WoRMS (2023). Phalaropus fulicarius (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137168 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137168",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"229",137169,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137169","Phalaropus lobatus","(Linnaeus, 1758)","accepted",NA,220,"Species",137169,"Phalaropus lobatus","(Linnaeus, 1758)",137049,"Animalia","Chordata","Aves","Charadriiformes","Phalaropodidae","Phalaropus","WoRMS (2023). Phalaropus lobatus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137169 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137169",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"230",137083,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137083","Phoca hispida","Schreber, 1775","unaccepted","synonym",220,"Species",159021,"Pusa hispida","(Schreber, 1775)",137010,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","WoRMS (2023). Phoca hispida Schreber, 1775. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137083 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137083",1,NA,NA,NA,NA,"exact","2010-05-20T10:09:49.870Z"
"231",137084,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137084","Phoca vitulina","Linnaeus, 1758","accepted",NA,220,"Species",137084,"Phoca vitulina","Linnaeus, 1758",137010,"Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca","WoRMS (2023). Phoca vitulina Linnaeus, 1758. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137084 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137084",1,1,1,NA,NA,"exact","2010-05-20T10:09:49.870Z"
"232",137117,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137117","Phocoena phocoena","(Linnaeus, 1758)","accepted",NA,220,"Species",137117,"Phocoena phocoena","(Linnaeus, 1758)",137031,"Animalia","Chordata","Mammalia","Cetartiodactyla","Phocoenidae","Phocoena","Fordyce, E.; Perrin, W.F. (2023). World Cetacea Database. Phocoena phocoena (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137117 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137117",1,1,NA,0,NA,"exact","2008-08-20T11:25:36.853Z"
"233",154326,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=154326","Phoxinus phoxinus","(Linnaeus, 1758)","accepted",NA,220,"Species",154326,"Phoxinus phoxinus","(Linnaeus, 1758)",154325,"Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Phoxinus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Phoxinus phoxinus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=154326 on 2023-06-28","urn:lsid:marinespecies.org:taxname:154326",0,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z"
"234",137119,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137119","Physeter macrocephalus","Linnaeus, 1758","accepted",NA,220,"Species",137119,"Physeter macrocephalus","Linnaeus, 1758",137032,"Animalia","Chordata","Mammalia","Cetartiodactyla","Physeteridae","Physeter","Fordyce, E.; Perrin, W.F. (2023). World Cetacea Database. Physeter macrocephalus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137119 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137119",1,NA,NA,0,NA,"exact","2009-01-06T23:07:05.240Z"
"235",137181,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137181","Podiceps auritus","(Linnaeus, 1758)","accepted",NA,220,"Species",137181,"Podiceps auritus","(Linnaeus, 1758)",137056,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","WoRMS (2023). Podiceps auritus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137181 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137181",1,1,1,1,NA,"exact","2011-04-08T06:18:06.150Z"
"236",137182,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137182","Podiceps cristatus","(Linnaeus, 1758)","accepted",NA,220,"Species",137182,"Podiceps cristatus","(Linnaeus, 1758)",137056,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","WoRMS (2023). Podiceps cristatus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137182 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137182",1,NA,1,1,NA,"exact","2011-04-08T06:18:06.150Z"
"237",137183,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137183","Podiceps grisegena","(Boddaert, 1783)","accepted",NA,220,"Species",137183,"Podiceps grisegena","(Boddaert, 1783)",137056,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","WoRMS (2023). Podiceps grisegena (Boddaert, 1783). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137183 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137183",1,NA,NA,1,NA,"exact","2018-09-13T13:34:30.710Z"
"238",137184,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=137184","Podiceps nigricollis","Brehm, 1831","accepted",NA,220,"Species",137184,"Podiceps nigricollis","Brehm, 1831",137056,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","WoRMS (2023). Podiceps nigricollis Brehm, 1831. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137184 on 2023-06-28","urn:lsid:marinespecies.org:taxname:137184",1,NA,NA,1,NA,"exact","2011-04-27T09:01:37.467Z"
"239",126440,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126440","Pollachius pollachius","(Linnaeus, 1758)","accepted",NA,220,"Species",126440,"Pollachius pollachius","(Linnaeus, 1758)",125736,"Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pollachius pollachius (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126440 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126440",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"240",126998,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126998","Polyprion americanus","(Bloch & Schneider, 1801)","accepted",NA,220,"Species",126998,"Polyprion americanus","(Bloch & Schneider, 1801)",126043,"Animalia","Chordata","Teleostei","Acropomatiformes","Polyprionidae","Polyprion","Froese, R. and D. Pauly. Editors. (2023). FishBase. Polyprion americanus (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126998 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126998",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"241",232041,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=232041","Polysticta stelleri","(Pallas, 1769)","accepted",NA,220,"Species",232041,"Polysticta stelleri","(Pallas, 1769)",232040,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Polysticta","WoRMS (2023). Polysticta stelleri (Pallas, 1769). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232041 on 2023-06-28","urn:lsid:marinespecies.org:taxname:232041",1,NA,NA,1,NA,"exact","2011-04-08T06:18:06.150Z"
"242",151482,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=151482","Pomatomus saltatrix","(Linnaeus, 1766)","accepted",NA,220,"Species",151482,"Pomatomus saltatrix","(Linnaeus, 1766)",126046,"Animalia","Chordata","Teleostei","Scombriformes","Pomatomidae","Pomatomus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pomatomus saltatrix (Linnaeus, 1766). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=151482 on 2023-06-28","urn:lsid:marinespecies.org:taxname:151482",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"243",126930,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126930","Pomatoschistus pictus","(Malm, 1865)","accepted",NA,220,"Species",126930,"Pomatoschistus pictus","(Malm, 1865)",125999,"Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pomatoschistus pictus (Malm, 1865). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126930 on 2023-06-28","urn:lsid:marinespecies.org:taxname:126930",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"244",271422,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=271422","Pristis clavata","Garman, 1906","accepted",NA,220,"Species",271422,"Pristis clavata","Garman, 1906",105750,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pristis clavata Garman, 1906. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=271422 on 2023-06-28","urn:lsid:marinespecies.org:taxname:271422",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z"
"245",105848,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105848","Pristis pectinata","Latham, 1794","accepted",NA,220,"Species",105848,"Pristis pectinata","Latham, 1794",105750,"Animalia","Chordata","Elasmobranchii","Rhinopristiformes","Pristidae","Pristis","Froese, R. and D. Pauly. Editors. (2023). FishBase. Pristis pectinata Latham, 1794. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105848 on 2023-06-28","urn:lsid:marinespecies.org:taxname:105848",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z"
